default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
0,16e4,28,0,0,0,0,-1,0,70243,47779,28052,7222,99669,84426,7042,2e3,1e3,99669,12600,1e4,1,1,0,0,0,0,0,0,1,0
0,5e4,25,0,0,0,0,0,0,27699,28513,29341,29928,29533,28538,1565,1393,980,994,1024,886,0,0,1,0,0,0,0,1,0,0
1,22e4,48,2,0,0,0,0,0,210380,213522,201852,169115,172169,162402,1e4,9020,6e3,5500,6e3,5500,0,1,0,0,0,0,0,1,0,0
0,51e4,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5e3,5001,25365,65e3,1,1,0,0,0,0,0,0,1,0
0,16e4,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,1,1,0,0,0,0,0,1,0,0
0,23e4,37,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,1,1,0,0,0,0,0,0,1,0
0,8e4,37,-1,-1,-1,-1,-1,-1,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4e3,1,1,0,0,0,0,0,0,1,0
0,15e4,25,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,1,0,1,0,0,0,0,1,0,0
0,1e4,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0,0,0,1,0,0,0,0,1,0
0,12e4,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0,1,0,0,0,0,0,1,0,0
1,26e4,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,2e5,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2e3,1322,2e3,2e3,1200,3e3,1,0,1,0,0,0,0,0,1,0
1,36e4,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,7e4,36,0,0,0,0,0,0,68699,69120,68376,30163,14310,15085,4483,12496,3268,3e3,3e3,2e3,1,0,1,0,0,0,0,0,1,0
1,46e4,40,2,-1,-1,-1,-1,-1,171,2715,-13,2641,-10,22535,2728,0,2654,0,22545,0,0,1,0,0,0,0,0,1,0,0
0,5e4,26,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,1,1,0,0,0,0,0,0,1,0
0,5e4,33,0,0,0,0,0,0,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,0,0,0,1,0,0,0,1,0,0
0,25e4,31,0,0,0,0,0,0,103109,102594,97109,99029,100871,101299,4e3,4500,5e3,4e3,5e3,4400,1,0,1,0,0,0,0,1,0,0
0,1e5,28,0,0,0,0,0,0,53494,52656,52600,52336,55831,56265,4173,3e3,2025,5e3,3e3,3e3,1,1,0,0,0,0,0,0,1,0
0,23e4,32,0,0,0,0,0,0,195126,88743,92195,94814,98182,98457,5e3,5e3,5e3,5e3,4e3,5e3,1,0,0,1,0,0,0,1,0,0
0,21e4,46,-1,-1,-1,-1,-1,-1,110346,41986,21874,20076,16171,586,41986,21874,20076,16171,586,19777,1,1,0,0,0,0,0,1,0,0
0,44e4,46,0,0,0,0,0,0,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,1,0,1,0,0,0,0,1,0,0
0,24e4,46,0,0,0,0,0,0,8751,9900,10605,10765,11765,4311,1295,1e3,1e3,1e3,1e3,1e3,1,0,1,0,0,0,0,1,0,0
1,28e4,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,0,1,0,0,0,0,0,0,1,0
1,5e4,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1e4,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,0,0,1,0,0,0,0,0,1,0
0,13e4,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0,1,0,0,0,0,0,0,1,0
0,2e5,31,0,0,0,0,0,0,194353,197344,186292,133345,133634,133990,9e3,7465,4715,4804,5141,5300,0,1,0,0,0,0,0,0,1,0
0,21e4,36,0,0,0,0,0,0,143225,142996,144415,148190,147993,131629,6483,5082,6e3,5900,4544,4700,1,0,1,0,0,0,0,1,0,0
0,28e4,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2e3,1,1,0,0,0,0,0,1,0,0
0,1e5,37,0,0,0,0,0,0,99209,98222,67185,66926,66796,64513,3490,2332,2314,2365,2497,2305,0,0,1,0,0,0,0,0,1,0
0,5e4,40,0,0,0,0,0,0,49941,51213,12104,12898,13687,14458,2400,1206,1e3,1e3,1e3,1e3,1,0,0,1,0,0,0,1,0,0
1,2e4,25,0,0,2,0,0,0,11968,14564,27820,15824,15761,12510,2800,0,4e3,1700,1e3,2e3,1,1,0,0,0,0,0,0,1,0
0,2e5,27,-1,-1,-1,0,0,0,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,1,1,0,0,0,0,0,0,1,0
0,11e4,26,-2,-2,-2,-2,-2,-2,432,3220,5704,1256,1848,400,3220,5904,0,3e3,0,0,1,0,1,0,0,0,0,0,1,0
0,5e5,36,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,1,0,1,0,0,0,0,1,0,0
1,3e4,55,2,2,2,3,3,4,9720,10613,11339,12841,13836,14514,1200,1200,2e3,1500,1500,1500,0,0,0,1,0,0,0,1,0,0
0,1e5,27,0,0,0,0,0,0,55734,52557,33415,28776,17580,6441,1631,1286,200,645,909,200,0,1,0,0,0,0,0,0,1,0
1,6e4,23,0,0,0,0,0,0,49507,33282,34312,17277,17808,19346,1970,2e3,618,809,2e3,616,0,0,1,0,0,0,0,0,1,0
0,11e4,36,0,0,0,0,0,0,47819,48947,50330,50894,52175,53652,2200,2500,2e3,2100,2500,2200,1,0,1,0,0,0,0,0,1,0
0,5e4,46,3,2,2,0,0,0,48522,50955,29516,29742,29898,24883,3754,1,1070,1030,863,654,1,0,0,1,0,0,0,1,0,0
1,23e4,28,0,0,0,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1e3,767,6173,1e3,1,0,1,0,0,0,0,1,0,0
0,36e4,32,0,0,0,0,0,0,93029,94054,91834,95631,100123,100738,1e4,7e3,1e4,1e4,1e4,1e4,1,0,1,0,0,0,0,0,1,0
0,21e4,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3e3,5e3,3e3,3e3,0,0,1,0,0,0,0,0,1,0
1,22e4,41,-1,2,2,-1,2,-1,650,650,325,950,475,325,325,0,950,0,325,325,1,0,1,0,0,0,0,1,0,0
0,34e4,55,-2,-1,-1,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,0,0,1,0,0,0,0,1,0,0
0,15e4,40,2,2,2,2,2,2,99855,102586,100064,104975,107147,109428,5200,0,8100,4e3,4200,4200,0,1,0,0,0,0,0,1,0,0
1,13e4,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3e3,0,500,500,2700,500,1,0,1,0,0,0,0,0,1,0
0,6e4,28,1,2,0,0,0,0,10540,10232,11237,11427,20973,31857,0,1483,673,1e4,11540,7e3,1,1,0,0,0,0,0,0,1,0
0,2e4,27,0,0,0,0,0,0,20571,19089,19658,19453,19108,18868,1323,1600,830,700,674,376,0,1,0,0,0,0,0,0,1,0
0,19e4,28,0,0,0,0,0,0,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,1,1,0,0,0,0,0,0,1,0
0,26e4,30,0,0,0,0,0,0,156882,160246,159988,158114,158762,159108,1e4,8e3,6e3,7e3,7e3,6e3,1,1,0,0,0,0,0,0,1,0
0,14e4,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,12e4,34,-1,-1,0,-1,-1,-1,882,6531,6313,1100,1330,830,6900,5037,1100,1330,3800,2037,1,1,0,0,0,0,0,0,1,0
0,24e4,30,-2,-2,-2,-2,-2,-2,92,92,92,0,92,0,92,92,0,92,0,1883,1,0,1,0,0,0,0,0,1,0
0,5e4,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0,0,1,0,0,0,0,0,1,0
0,2e5,29,-1,2,-1,-1,-1,2,2393,183,4847,20183,24815,24248,0,4872,20183,5e3,0,1e3,1,1,0,0,0,0,0,0,1,0
0,18e4,39,0,0,-1,0,0,-1,274731,281713,242063,122295,-1005,1005,11e3,145e3,26e3,0,101005,1898,0,1,0,0,0,0,0,1,0,0
0,16e4,29,-1,-1,-2,-1,0,0,3097,-707,-2697,2303,6182,1654,0,0,5e3,5e3,1500,13e3,1,1,0,0,0,0,0,0,1,0
0,1e5,26,-1,-1,-1,0,0,0,1370,4192,4159,3542,1980,3980,4210,4159,1e3,1080,2e3,1525,1,0,1,0,0,0,0,0,1,0
1,5e4,29,0,0,0,0,0,0,47081,49316,50409,45545,39963,41145,3e3,2e3,2e3,2e3,2e3,2e3,1,0,1,0,0,0,0,0,1,0
1,3e4,26,0,0,0,0,0,0,17893,19012,20123,20222,20796,19844,1411,1522,621,795,715,1e3,1,0,1,0,0,0,0,0,1,0
0,2e5,36,1,-2,-1,-1,-2,-1,-14386,-13543,3432,-3684,0,1386,10118,47015,0,4e3,1e5,1e4,0,1,0,0,0,0,0,1,0,0
1,38e4,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,38e4,34,0,0,0,0,0,0,194314,179206,193992,174675,171253,169121,9010,35e3,5e3,6e3,5e3,4400,0,0,1,0,0,0,0,0,1,0
0,11e4,24,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462,3e3,2900,2900,3e3,3500,4e3,1,0,0,0,1,0,0,0,1,0
0,26e4,34,-1,-1,-1,-1,-1,-1,49657,291,51058,2351,34039,291,291,51058,35696,34039,291,291,0,1,0,0,0,0,0,1,0,0
1,5e5,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643,1e4,0,14e3,16500,16e3,19e3,1,0,1,0,0,0,0,0,1,0
1,11e4,40,1,-2,-1,0,-1,-1,0,0,2066,2e3,216,216,0,2066,0,216,216,66,0,1,0,0,0,0,0,1,0,0
0,23e4,35,-2,-2,-2,-2,-2,-2,761,300,399,665,576,613,300,399,665,576,613,520,1,1,0,0,0,0,0,0,1,0
0,1e4,24,-1,2,2,2,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,0,0,1,0,0,0,0,0,1,0
0,3e5,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,16e4,30,-1,-1,-1,-1,-1,-1,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,5e4,0,1,0,0,0,0,0,0,1,0
0,3e4,54,0,0,0,0,0,0,22987,22298,22352,23221,24339,25943,2500,2e3,1500,4e3,2e3,0,0,0,0,1,0,0,0,0,0,1
0,18e4,46,0,0,0,0,0,0,173267,174590,175233,106288,28089,178719,8100,5299,3305,5040,160719,7e3,0,1,0,0,0,0,0,1,0,0
0,3e4,43,1,2,0,0,0,2,20518,19901,20905,21509,25183,24242,0,1342,946,4200,0,1e3,0,0,1,0,0,0,0,1,0,0
0,14e4,28,-1,0,0,-1,-1,-1,10833,14446,7609,4991,3400,3745,14e3,3855,4991,3600,5500,4e3,1,1,0,0,0,0,0,0,1,0
0,21e4,30,0,0,0,0,0,0,69937,71906,43308,44584,47842,49888,3500,3e3,2e3,4e3,3e3,1e4,0,1,0,0,0,0,0,0,1,0
1,5e4,31,0,0,0,0,0,0,20526,15129,15093,9577,11139,12487,2e3,3e3,327,3e3,3e3,5e3,0,0,1,0,0,0,0,0,1,0
0,13e4,29,0,0,0,0,0,0,89055,90780,70947,72367,73875,75355,4200,2575,2600,2674,2701,5750,1,0,1,0,0,0,0,0,1,0
1,5e4,37,2,2,2,0,0,0,1894,3200,3381,3559,1948,2415,1500,400,200,500,500,400,1,0,1,0,0,0,0,1,0,0
0,14e4,36,0,0,0,0,0,0,100594,78372,91502,90859,88616,88450,3e3,3e4,4e3,4e3,3400,3300,0,0,0,1,0,0,0,1,0,0
0,8e4,29,1,-1,-1,-2,-2,-2,0,8e4,0,0,0,0,8e4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,15e4,43,0,0,0,0,0,0,153249,154049,156523,159653,162866,157759,7900,6500,5700,5700,5700,5334,0,0,1,0,0,0,0,1,0,0
1,28e4,39,1,-1,0,0,0,0,-1312,35918,37297,37154,32581,33316,38621,2e3,1130,922,1011,5e3,1,0,1,0,0,0,0,1,0,0
0,31e4,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620,4400,4013,3011,3e3,3001,2653,0,0,1,0,0,0,0,1,0,0
0,14e4,29,0,0,0,0,0,0,20110,17102,18862,19996,21214,21085,3e3,3e3,3e3,3500,2e3,2e3,1,0,1,0,0,0,0,0,1,0
0,36e4,51,-1,-1,-1,-2,-2,-2,38e3,25e3,0,0,0,0,25e3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,14e4,27,0,0,0,0,0,0,142428,144105,143952,142590,142650,142620,1e4,1e4,6e3,6e3,6e3,5600,1,1,0,0,0,0,0,0,1,0
0,1e5,38,0,0,0,0,0,0,40810,42653,42351,43011,43011,28947,2502,1200,860,0,579,0,0,1,0,0,0,0,0,0,1,0
0,21e4,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125,4002,5e3,3500,3e3,2700,5e3,1,0,1,0,0,0,0,1,0,0
0,12e4,25,2,2,2,2,2,2,120298,120822,109887,116313,119311,117167,4007,0,8272,5e3,0,4400,1,0,1,0,0,0,0,0,1,0
0,24e4,29,0,0,0,0,0,-1,156362,132280,99174,65372,28797,184922,5233,3289,2072,3018,184922,6100,0,1,0,0,0,0,0,0,1,0
0,2e5,52,-2,-2,-2,-2,-2,-2,3858,2690,3410,0,0,82150,2690,3487,0,0,85900,396,0,1,0,0,0,0,0,1,0,0
0,28e4,31,0,0,0,0,0,0,168382,175646,180650,182672,168399,167983,1e4,8e3,6371,6217,5947,6288,0,1,0,0,0,0,0,0,1,0
1,6e4,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1,1,0,0,0,0,0,0,1,0
0,23e4,32,1,-2,-1,-1,-1,-1,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,1,1,0,0,0,0,0,1,0,0
1,23e4,27,1,2,0,0,0,0,13668,12647,13135,10596,9218,5068,0,1064,423,313,1e3,4641,1,0,1,0,0,0,0,0,1,0
0,48e4,41,-2,-2,-2,-2,-2,-2,14867,26665,199960,9033,19371,22593,26734,199982,9033,19371,22593,2e3,1,0,0,1,0,0,0,1,0,0
0,5e4,35,-1,-1,-1,-2,-2,-2,22500,5e3,0,0,0,0,5e3,0,0,0,0,640,1,0,0,1,0,0,0,1,0,0
0,2e5,31,-2,-2,-2,-2,-2,-2,7184,14845,1097,0,0,160,17507,1102,0,0,160,1103,1,1,0,0,0,0,0,0,1,0
0,5e4,30,0,0,0,0,0,2,14811,16262,17286,17895,19450,18990,2e3,1600,1200,2e3,0,1e3,1,1,0,0,0,0,0,0,1,0
0,5e4,48,0,0,0,0,0,0,44338,43048,35639,18753,19091,19548,3629,3332,2e3,2e3,2e3,2500,0,0,1,0,0,0,0,1,0,0
1,26e4,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,44e4,29,0,0,0,0,0,0,169661,167199,158520,156977,157963,151936,8071,9021,7013,6013,6028,6010,1,1,0,0,0,0,0,0,1,0
0,23e4,38,-1,-1,-1,-1,-1,-1,10237,2795,1350,371,2980,0,2795,1350,371,2980,0,2213,1,0,1,0,0,0,0,0,1,0
0,49e4,30,0,0,0,0,0,0,192586,197967,201666,205798,196698,190306,1e4,7143,7306,6303,6429,6e3,1,0,1,0,0,0,0,1,0,0
1,2e4,49,2,2,2,2,0,0,9551,12081,13087,12583,15327,16414,3e3,1500,0,3123,1500,1e3,1,0,0,1,0,0,0,0,1,0
1,17e4,31,-1,-1,-1,-1,0,-1,199,199,199,398,199,199,199,199,398,0,199,398,1,1,0,0,0,0,0,0,1,0
0,9e4,25,0,0,0,0,0,0,91894,71732,73241,74424,76070,77648,3200,3300,3e3,3001,3e3,3100,1,0,1,0,0,0,0,0,1,0
1,39e4,27,0,0,0,0,0,0,304867,299998,300426,292869,292885,281826,13007,10612,10041,11e3,10512,7e3,1,1,0,0,0,0,0,0,1,0
0,11e4,29,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206,2500,2500,2e3,2e3,2057,2500,1,1,0,0,0,0,0,0,1,0
0,36e4,55,0,0,-1,-1,-1,-2,9210,8485,17231,1770,0,0,6015,17454,1775,0,0,0,0,0,0,1,0,0,0,1,0,0
1,27e4,32,1,2,2,2,2,2,234752,233036,229286,217644,223690,221413,1e4,8e3,0,16e3,8e3,0,1,0,1,0,0,0,0,1,0,0
0,11e4,37,0,0,0,0,0,0,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,0,0,0,1,0,0,0,1,0,0
0,5e4,25,0,0,0,0,0,0,51044,50231,46677,44982,21399,20859,2500,3008,1e3,761,800,704,1,1,0,0,0,0,0,1,0,0
0,1e5,32,0,0,0,0,2,2,83831,85586,87289,91451,93381,89522,4e3,4037,6500,3500,0,3200,0,1,0,0,0,0,0,0,1,0
0,3e4,26,1,-2,-1,-1,-1,-1,0,0,945,0,197,2995,0,945,0,197,2995,0,1,1,0,0,0,0,0,0,1,0
0,2e5,27,0,0,0,0,0,0,122923,124653,126355,114881,117213,124793,5704,5930,4e3,4003,10033,4400,1,1,0,0,0,0,0,0,1,0
1,24e4,44,0,0,0,0,0,0,246135,231443,234557,200643,194410,198857,12026,9010,7400,8e3,8e3,7e3,0,1,0,0,0,0,0,0,1,0
0,22e4,34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602,1600,1500,1100,1e3,600,500,0,0,1,0,0,0,0,0,1,0
0,18e4,53,-1,-1,-1,0,0,-1,46122,1260,29366,5400,0,1599,1260,29366,54,0,1599,0,1,1,0,0,0,0,0,1,0,0
0,2e5,42,0,0,0,0,0,0,38564,38246,32253,30384,30900,0,5e3,1485,1956,1500,0,2102,0,0,0,0,1,0,0,1,0,0
0,14e4,30,0,0,0,2,0,0,96304,98007,82227,65e3,60848,58880,4505,12906,0,2210,2300,5200,1,0,0,1,0,0,0,1,0,0
1,6e5,53,2,2,0,0,0,0,467150,458862,469703,447130,440982,434715,0,18e3,16e3,16e3,21e3,2e4,0,1,0,0,0,0,0,1,0,0
0,26e4,37,0,0,0,-1,0,0,255691,262736,36638,122388,127402,131074,14e3,5022,13e4,7e3,6e3,6e3,0,0,1,0,0,0,0,0,1,0
0,23e4,41,-1,-1,-1,-1,-1,-1,819,18163,5473,8162,6985,9130,18163,5654,12887,6985,9130,6554,1,0,1,0,0,0,0,1,0,0
1,7e4,48,0,0,0,0,0,-1,50927,39883,32017,17630,9730,6400,2100,1217,500,0,6400,4590,0,0,1,0,0,0,0,1,0,0
0,8e4,36,-1,-1,-1,-1,-1,-1,1689,8638,5702,2980,1260,7868,8638,5723,2980,1260,7868,2198,1,0,1,0,0,0,0,1,0,0
0,29e4,26,0,0,0,-1,-1,0,20807,99860,1e5,3015,23473,1448,8e4,3e3,3015,23473,1148,4900,1,0,1,0,0,0,0,0,1,0
0,23e4,28,0,0,0,0,0,0,30141,131255,110503,99283,97599,96116,120093,8034,3013,4010,5882,3e3,1,1,0,0,0,0,0,0,1,0
0,5e5,38,0,0,0,-1,0,0,59372,49677,49515,42568,48268,51481,10026,7241,50091,25e3,5078,2132,0,0,1,0,0,0,0,1,0,0
0,9e4,41,-1,-1,-1,-1,-1,-1,6160,3274,6190,307,2870,670,3276,6246,307,2870,670,1362,1,1,0,0,0,0,0,1,0,0
1,39e4,35,0,0,0,0,0,0,355215,363325,373181,252195,257496,263018,13802,16525,8893,9229,1e4,9435,1,0,0,1,0,0,0,0,1,0
0,4e5,41,0,0,0,0,0,0,366193,372700,375948,195991,152127,155182,14020,13595,6243,6007,6061,6012,1,0,1,0,0,0,0,0,1,0
0,18e4,34,-1,-1,-1,-1,-1,-1,2927,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440,0,0,1,0,0,0,0,1,0,0
0,6e4,38,1,2,2,0,0,2,29295,30321,31018,32193,34213,35002,1800,1500,2e3,2700,1500,0,0,0,0,1,0,0,0,1,0,0
0,5e4,44,0,0,0,0,0,0,50893,28527,29241,28513,29106,29638,1800,1500,1200,1203,1166,1e3,0,1,0,0,0,0,0,0,1,0
0,7e4,37,0,0,0,2,0,0,66759,68200,72972,71248,50610,50809,2518,5950,0,1782,1985,2700,1,0,1,0,0,0,0,1,0,0
0,5e5,38,-1,2,-1,-1,-1,0,600,300,501,300,600,450,0,501,300,600,300,600,1,1,0,0,0,0,0,1,0,0
0,2e5,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,7e4,28,0,0,0,0,-1,2,41264,41799,37887,37876,6736,4162,2112,1200,758,6736,0,0,1,0,1,0,0,0,0,0,1,0
0,9e4,48,1,2,2,2,2,2,77604,73317,71334,67009,63228,59378,1700,4e3,1600,1600,1500,4086,0,0,0,1,0,0,0,1,0,0
0,1e5,43,-1,-1,-1,-1,-1,-1,2491,1709,574,556,2306,2562,1709,574,556,2306,2562,2111,1,0,1,0,0,0,0,1,0,0
0,19e4,31,0,0,0,0,0,0,177554,180633,172914,130139,115494,117465,7600,6303,4137,3502,4027,3517,0,0,1,0,0,0,0,1,0,0
0,23e4,42,-1,-1,-1,-1,-1,-1,6865,15111,13165,0,10500,6992,15111,13165,0,10500,6992,0,1,1,0,0,0,0,0,1,0,0
1,22e4,36,-1,-1,-1,0,-1,-1,396,1648,792,396,396,396,1648,792,0,396,396,792,1,0,1,0,0,0,0,1,0,0
0,26e4,34,-1,-1,-1,-1,-1,-1,16426,6088,4663,3885,4414,2514,6277,4663,4140,4414,2646,7725,1,1,0,0,0,0,0,1,0,0
0,3e4,43,2,2,2,2,2,0,28703,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,1,0,1,0,0,0,0,1,0,0
0,26e4,30,0,0,0,2,0,0,98560,100980,222102,108724,68500,69174,4e3,11900,207,2003,2003,2003,0,0,1,0,0,0,0,0,1,0
1,8e4,28,0,0,0,0,0,0,8574,9434,10038,10040,10400,10490,1203,1047,248,408,294,276,1,1,0,0,0,0,0,1,0,0
0,2e4,23,0,0,2,0,0,0,16440,20417,18333,18848,30190,19664,7403,0,820,1025,1113,104,0,0,1,0,0,0,0,0,1,0
0,25e4,49,-1,-1,-2,-1,-1,-1,66,0,0,120,-6,1639,0,0,120,6,1645,0,1,1,0,0,0,0,0,1,0,0
0,3e4,38,0,0,0,0,2,2,20344,21705,22537,24161,25128,24576,2e3,1500,2e3,1500,0,1200,1,0,1,0,0,0,0,1,0,0
0,23e4,46,0,0,0,0,0,0,221590,227397,230302,186635,189896,193351,1e4,9e3,8e3,8e3,7500,7e3,1,0,0,0,0,0,1,0,1,0
0,3e4,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,16e4,35,-1,-1,-1,-1,-1,-1,396,396,396,0,792,1220,396,396,0,793,1220,0,0,1,0,0,0,0,0,0,1,0
0,5e5,43,-1,-1,-1,0,0,-1,3959,0,285138,249445,222831,200,0,285138,4989,100,200,528666,1,0,1,0,0,0,0,0,1,0
0,18e4,28,0,0,0,0,0,2,42238,38741,36696,35813,37893,34661,2500,2e3,1128,2500,0,2e3,1,0,1,0,0,0,0,0,1,0
0,13e4,31,-1,-1,-1,-1,-1,2,1261,1261,1261,1411,930,390,1261,1261,1411,930,0,780,0,0,1,0,0,0,0,1,0,0
0,36e4,28,-1,-1,-1,-1,-1,-1,20223,52962,3978,1743,2828,50537,53228,3997,1750,2853,51041,3219,0,1,0,0,0,0,0,0,1,0
0,2e4,23,0,0,2,0,0,0,18355,20259,19534,16467,15746,13246,2900,10,577,430,1017,4,1,0,1,0,0,0,0,0,1,0
0,1e5,56,0,0,-1,0,0,0,94265,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,0,0,0,1,0,0,0,1,0,0
0,5e4,47,0,0,0,0,0,0,13917,16695,21320,18614,19003,19439,3e3,5e3,2e3,618,679,500,0,0,1,0,0,0,0,1,0,0
0,1e4,22,1,2,0,0,0,0,10250,8558,10525,10050,9903,9984,0,2126,390,328,476,1287,1,0,1,0,0,0,0,0,1,0
0,3e4,31,0,0,0,0,0,0,16496,17522,18531,18744,19291,19818,1597,1606,819,1e3,1e3,1623,1,1,0,0,0,0,0,1,0,0
0,41e4,27,1,-1,0,0,0,0,-58,32991,36465,44310,62408,61420,33049,16e3,8700,18775,15e3,5350,1,0,1,0,0,0,0,0,1,0
1,36e4,28,-1,-1,-1,0,0,-1,1210,820,64644,125984,106584,125557,390,75720,62520,17e3,132200,167e3,0,1,0,0,0,0,0,0,1,0
0,21e4,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3e3,1,1,0,0,0,0,0,0,1,0
0,2e4,27,1,2,0,0,0,2,18649,18066,19040,19446,20759,20241,0,1594,1e3,1606,0,300,0,0,1,0,0,0,0,0,1,0
1,62e4,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894,0,6200,6e3,6e3,6500,6e3,1,0,1,0,0,0,0,1,0,0
0,5e4,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575,2836,1200,13e3,1500,9e3,1e3,0,0,1,0,0,0,0,0,1,0
0,5e4,30,0,0,0,0,0,0,97538,49187,17518,17710,18079,18302,2454,1588,780,803,673,637,0,0,1,0,0,0,0,0,0,1
1,1e4,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785,2400,0,871,0,244,251,0,0,1,0,0,0,0,0,1,0
1,1e5,50,2,0,0,3,3,2,53849,55030,61574,62470,61198,62524,2050,7500,2500,0,2500,2500,1,0,0,1,0,0,0,1,0,0
0,6e4,25,-1,-1,0,-1,-1,0,480,1675,3630,578,4825,6200,1675,2500,578,4825,2e3,2435,0,0,1,0,0,0,0,0,1,0
0,11e4,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213,600,7300,3700,3700,4e3,3800,1,0,1,0,0,0,0,1,0,0
0,15e4,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,318,0,0,0,0,318,0,1,1,0,0,0,0,0,0,1,0
0,39e4,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941,5e3,3e3,3e3,2e3,5e3,5e3,1,1,0,0,0,0,0,0,1,0
1,22e4,41,1,-2,-2,-2,-2,-2,-65,-65,-65,-65,-65,-200,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
